,variable,importance
400,pub683,0.0005506991192003387
401,pub609,0.0005499771809122998
402,pub378,0.0005468556686111576
403,pub496,0.0005451039650504087
404,pub659,0.000543031793750112
405,genus_Labeo,0.0005414384333779922
406,pub285,0.0005412294620105923
407,pub702,0.0005323876307063576
408,pub660,0.0005308955400184597
409,pub338,0.000527175127156811
410,pub586,0.0005218337664609739
411,pub330,0.0005204236518550343
412,pub640,0.0005188482123288905
413,species_gorbuscha,0.0005172441723263652
414,genus_Morone,0.0005162898920732482
415,family_Moronidae,0.0005140764465800181
416,pub759,0.0005136178268626364
417,pub539,0.0005130449363949309
418,species_rohita,0.0005121328800994591
419,pub458,0.0005097255290243357
420,pub374,0.0005078494119008339
421,pub739,0.0005063418511794013
422,pub521,0.0005055920460240466
423,pub822,0.0005045087316970245
424,pub415,0.0005038153451419124
425,pub587,0.0005037218865264472
426,pub572,0.0005034048737523453
427,pub385,0.0004933793582167036
428,pub448,0.0004902775813343507
429,species_mrigala,0.000490244800888333
430,pub717,0.00048492489640544035
431,species_gariepinus,0.0004836967525832953
432,pub24,0.000481054566621814
433,pub780,0.0004807159816527616
434,pub735,0.0004805207236877821
435,pub471,0.00048037121966032096
436,pub194,0.00048014842599339134
437,pub813,0.00047861329440163395
438,tax_order_Atheriniformes,0.0004749816144558837
439,tax_order_Mugiliformes,0.0004734749676123184
440,genus_Cirrhinus,0.0004721917599620685
441,pub602,0.0004680376014809632
442,pub573,0.000465000778408481
443,genus_Fundulus,0.0004616082240321463
444,pub777,0.00045926477090224577
445,pub146,0.0004550872766064516
446,pub520,0.00045407592898418625
447,pub619,0.00044999909530041906
448,species_namaycush,0.00044724775319934275
449,pub540,0.00044599284755106864
450,pub623,0.00044465112400678147
451,pub729,0.0004398425002856172
452,species_salmoides,0.00043946576434935865
453,pub664,0.00043901615535547135
454,pub451,0.00043867937531436203
455,pub701,0.00043464316095973314
456,pub578,0.0004340699785533115
457,pub492,0.00043405800077647385
458,pub423,0.00042956666431186543
459,pub519,0.00042878647499672637
460,pub801,0.0004220473005143826
461,genus_Leuciscus,0.0004203174490142679
462,pub25,0.00042011425481867096
463,genus_Micropterus,0.0004195886918044395
464,pub597,0.00041795140185470745
465,pub562,0.0004142486271941924
466,pub674,0.0004113472942566249
467,pub651,0.00040713806730575903
468,pub762,0.00040650813875619336
469,pub556,0.00040590044485210665
470,pub802,0.0004042567655826651
471,pub827,0.0004027496447422808
472,family_Mugilidae,0.00040260418156402503
473,pub262,0.00040256601163858065
474,pub522,0.0004005296229971951
475,pub364,0.0003952912312203583
476,pub10,0.00039359861955814285
477,species_idus,0.00039116583106726553
478,pub42,0.0003898863853498529
479,pub501,0.0003891937786907878
480,pub159,0.0003876413515025754
481,pub483,0.0003860191271509438
482,pub432,0.0003841190195064046
483,pub544,0.0003833248689564252
484,species_keta,0.000380182089286835
485,pub32,0.0003796657654559041
486,pub252,0.00037965944312513963
487,pub825,0.0003778415077173047
488,pub473,0.00037740138899031254
489,pub560,0.0003763645749017647
490,pub390,0.00037631840854043217
491,pub738,0.0003752644474856618
492,pub606,0.0003732639761551313
493,pub288,0.00037294005033190416
494,pub691,0.00036881677645512535
495,pub814,0.00036789897301322817
496,pub200,0.0003672347315211984
497,pub531,0.00036625307368833514
498,pub446,0.00036625121624904076
499,pub516,0.00036309654841793664
500,pub823,0.0003626668943957016
501,species_nerka,0.00036194956201511736
502,pub466,0.00036038160876576935
503,family_Atherinidae,0.00036021756545869606
504,pub764,0.00035803348374090856
505,pub505,0.0003578805271844024
506,pub488,0.0003571183036684439
507,pub760,0.00035659341817831093
508,pub692,0.00035616806644146363
509,family_Percidae,0.0003555191748790594
510,species_fontinalis,0.0003554306182726374
511,pub545,0.0003527003717503861
512,pub714,0.0003463225483116788
513,pub639,0.00034097601968411745
514,species_striata,0.0003404488188983231
515,pub509,0.0003384242322533254
516,species_catla,0.00033839042436342796
517,genus_Gibelion,0.0003347364913390853
518,pub507,0.00033435076738406593
519,pub422,0.0003343465081686302
520,pub722,0.00033272377093465427
521,pub631,0.0003309857574859586
522,genus_Mugil,0.00033028600147095487
523,species_carassius,0.0003284050755970942
524,pub730,0.00032826691814924025
525,pub686,0.00032730452159966694
526,pub359,0.00032661257348627653
527,pub555,0.00032560458096934285
528,pub388,0.0003251638735078496
529,family_Cobitidae,0.0003250156908740731
530,pub380,0.0003239173139624157
531,pub581,0.0003227263034804209
532,pub650,0.000321367506749594
533,pub834,0.0003137380035852431
534,pub676,0.0003133461844722407
535,pub490,0.00030977397678201373
536,genus_Ameiurus,0.0003096778929807779
537,pub570,0.0003065331897049751
538,pub485,0.00030466888401592764
539,species_lucius,0.0003023663361445118
540,pub45,0.0003001896293250743
541,pub524,0.0002998562511822456
542,pub577,0.0002966350482834723
543,genus_Menidia,0.000296452678417612
544,pub841,0.0002961932162644998
545,species_melas,0.00029542077647776844
546,pub785,0.00029264130013863395
547,pub548,0.00028632520051540076
548,genus_Mystus,0.00028578821710481604
549,pub612,0.000284174299916937
550,family_Bagridae,0.00028057817289447664
551,pub189,0.00027628348491769557
552,pub793,0.0002731793869660212
553,pub771,0.0002721084470546389
554,species_delineatus,0.00026806116757657593
555,pub563,0.00026707125537449165
556,pub47,0.00026651299517304054
557,species_cyanellus,0.0002633659461710057
558,species_vittatus,0.0002602681674503965
559,pub22,0.0002593317183436831
560,pub576,0.0002588513251969602
561,genus_Perca,0.00025723979791725493
562,pub468,0.00025692076983662213
563,species_helleri,0.000256069080188913
564,pub217,0.00025482933372105473
565,pub436,0.00025451424225258297
566,genus_Esox,0.0002541433617616898
567,pub603,0.000253919758632144
568,tax_order_Characiformes,0.00025098720465385293
569,pub649,0.0002482562155178686
570,pub349,0.00024702227159748165
571,pub299,0.000246060880364564
572,family_Esocidae,0.00024460624376240075
573,pub625,0.0002418879637508385
574,pub758,0.0002415467632857244
575,species_flavescens,0.00024150868650841655
576,pub784,0.000241007996989998
577,genus_Leucaspius,0.00024076541903176707
578,pub351,0.00023856564170484572
579,pub510,0.0002383766115651071
580,family_Osphronemidae,0.00023787861960147003
581,tax_order_Esociformes,0.00023727659581591578
582,pub724,0.00023452559649291295
583,pub616,0.00023346615503657908
584,pub329,0.00023189932374806913
585,application_freq_unit_E X D,0.0002314765372797677
586,pub648,0.00022695383037668674
587,pub704,0.000225084921236377
588,pub721,0.0002240162770239736
589,pub331,0.00022246492514701874
590,pub751,0.0002220689918320708
591,species_similis,0.0002218719134318288
592,species_idella,0.00021974073960754094
593,pub244,0.0002196736174865356
594,genus_Ctenopharyngodon,0.00021891092561123079
595,species_lazera,0.00021827115511714566
596,pub214,0.0002179999501445613
597,pub259,0.00021756433911292812
598,pub703,0.00021653325938056781
599,pub119,0.00021573196397697145
600,family_Characidae,0.0002149539144065913
601,pub358,0.00021433934541561722
602,tax_order_Pleuronectiformes,0.00021347114054339603
603,pub537,0.00021326947875048496
604,pub821,0.00021284098702465523
605,family_Sparidae,0.0002101429766163036
606,species_cephalus,0.00020916831713977156
607,pub154,0.00020613012124023753
608,pub428,0.00020325197797481785
609,pub418,0.00020161757512751987
610,species_decemmaculatus,0.00019812808917834586
611,pub467,0.00019594320216605022
612,pub28,0.0001959428723910223
613,pub741,0.00019559730254912181
614,pub675,0.00019512876551926918
615,family_Kyphosidae,0.00019387444678664115
616,pub588,0.00019311306410576675
617,genus_Rutilus,0.0001913897811425247
618,family_Clupeidae,0.00018974890874337192
619,pub662,0.0001889289218503815
620,pub654,0.00018808729671842913
621,pub804,0.00018705903426547116
622,species_sp.,0.00018664090836871783
623,genus_Girella,0.00018638880760174514
624,genus_Cnesterodon,0.00018619848148688063
625,genus_Lepidocephalichthys,0.00018393222110734813
626,pub611,0.00018314276555532482
627,pub564,0.0001801937899697999
628,species_salar,0.00017917661544430998
629,genus_Jordanella,0.00017858175797690631
630,pub671,0.00017837696131804364
631,pub787,0.00017671558127043354
632,pub518,0.00017474943896311112
633,pub368,0.00017370046716258826
634,species_beryllina,0.00017332901092093544
635,pub373,0.0001728978456747303
636,genus_Tilapia,0.00017160077121506972
637,pub653,0.00017090223659059823
638,pub694,0.00016890046848224335
639,pub622,0.00016776746550529355
640,species_crysoleucas,0.0001677405395115592
641,pub14,0.0001640547762582107
642,tax_order_Clupeiformes,0.00016154985360101486
643,pub670,0.00015971859401890692
644,pub482,0.0001592589491819388
645,genus_Misgurnus,0.0001589724737865285
646,species_anguillicaudatus,0.00015858827612690707
647,genus_Hypophthalmichthys,0.00015655435338451592
648,species_floridae,0.00015459767241098737
649,genus_Nothobranchius,0.00015457161236052388
650,genus_Paracheirodon,0.00015360824374846137
651,pub645,0.00015353771666841898
652,pub365,0.0001535239355922044
653,genus_Notemigonus,0.00015292819617243483
654,pub387,0.0001522994766949328
655,pub201,0.0001520134875155332
656,species_lineatus,0.00015029725599296202
657,species_furzeri,0.00014927179827679224
658,pub305,0.00014822334622129944
659,pub337,0.00014806325716836569
660,genus_Chasmichthys,0.00014684783263414585
661,family_Gobiidae,0.00014564407085365351
662,species_thermalis,0.00014469814791675536
663,family_Melanotaeniidae,0.00014464979085359662
664,pub487,0.0001437725272104377
665,family_Pleuronectidae,0.0001437300255997096
666,pub307,0.00014220444983288543
667,pub462,0.00014210460648344188
668,species_microlophus,0.00014206438684776572
669,genus_Zacco,0.00014177646110987598
670,pub26,0.00013908963834241415
671,pub439,0.00013805919405835763
672,species_cupanus,0.00013556571247853508
673,genus_Anabas,0.00013510274945841783
674,species_orientalis,0.00013463848260865098
675,genus_Xiphophorus,0.00013235145023452678
676,species_axelrodi,0.00013220190369456038
677,genus_Pseudosphromenus,0.00013051149204212914
678,species_fluviatilis,0.00012890654554499641
679,exposure_type_E,0.00012796543844150046
680,species_dolichognathus,0.00012770599448299808
681,species_sericeus,0.00012436179673042832
682,family_Anabantidae,0.00012432762655335006
683,genus_Colisa,0.0001224769679813478
684,species_platypus,0.00012200362367558835
685,species_testudineus,0.00012140921141135257
686,species_heteroclitus,0.00012048839347942369
687,genus_Melanotaenia,0.00011971968364122215
688,pub862,0.00011882276252652189
689,species_kutum,0.00011795376365858163
690,species_fasciata,0.00011776414830252015
691,pub497,0.00011742453839232345
692,pub817,0.00011588640505500073
693,pub754,0.00011444541086450898
694,pub806,0.00011152584004058499
695,pub534,0.0001107410634441905
696,species_molitrix,0.00010931575037935145
697,species_vitreus,0.00010811037097429925
698,pub476,0.00010760942052092968
699,pub478,0.00010665752824323148
700,species_maculatus,0.00010623964295749996
701,pub243,0.00010548175802752118
702,pub131,0.00010505734781525658
703,pub398,0.00010409791197472531
704,species_menidia,0.00010313701921851323
705,species_olivaceus,0.00010305068892618278
706,species_alburnus,0.00010251590363494664
707,pub360,0.00010193887572554304
708,pub743,0.0001012137030288511
709,genus_Alburnus,0.00010085845110771569
710,species_dorsalis,0.00010063244214743009
711,exposure_type_P,0.00010042808888479902
712,family_Bothidae,9.82895912082478e-05
713,pub747,9.654781514685358e-05
714,pub130,9.647897225850276e-05
715,pub251,9.520068270103974e-05
716,genus_Aplocheilus,9.506517611820399e-05
717,species_rutilus,9.457530669400518e-05
718,pub414,9.417583622494579e-05
719,application_freq_unit_DLY for X D,9.390842808128374e-05
720,genus_Sander,9.390641477805575e-05
721,pub196,9.384710448848202e-05
722,species_rostrata,9.378792676794411e-05
723,pub706,9.34491791338806e-05
724,genus_Phoxinus,9.233649400275682e-05
725,pub695,9.210151091110919e-05
726,genus_Rhodeus,9.172272980419909e-05
727,species_lutrensis,9.153156050339592e-05
728,species_harengus,9.10572601344307e-05
729,species_tinca,9.078824261856799e-05
730,pub831,9.057364043867436e-05
731,species_parva,9.048594348262147e-05
732,genus_Nuria,8.935820032192854e-05
733,species_zillii,8.899225247934199e-05
734,genus_Paralichthys,8.898928066977185e-05
735,application_freq_unit_X per 2D,8.853578233645485e-05
736,species_gonionotus,8.83365442145426e-05
737,species_danrica,8.832505498090119e-05
738,genus_Acanthopagrus,8.831994908573372e-05
739,genus_Pseudorasbora,8.821446593864608e-05
740,pub58,8.808698065979723e-05
741,genus_Piaractus,8.679356626773657e-05
742,genus_Tinca,8.64196279019525e-05
743,pub500,8.615260692454323e-05
744,pub399,8.589962135812984e-05
745,pub474,8.564256835024124e-05
746,pub395,8.561774164387358e-05
747,species_mesopotamicus,8.553373663019157e-05
748,pub486,8.512629130423426e-05
749,pub188,8.377342646464874e-05
750,pub632,8.375470950826561e-05
751,genus_Cyprinella,8.350154461006993e-05
752,species_schlegelii,8.32451148995406e-05
753,pub755,8.24058824672376e-05
754,pub46,8.195073033185679e-05
755,family_Gasterosteidae,8.164255721516252e-05
756,genus_Clupea,8.123093416610941e-05
757,genus_Puntius,7.837026447774942e-05
758,pub727,7.821848470275064e-05
759,pub636,7.745292608463586e-05
760,pub800,7.68050427768068e-05
761,application_freq_unit_X per D,7.61175673744068e-05
762,pub790,7.57148522335759e-05
763,pub410,7.435965572493233e-05
764,pub829,7.408189654839504e-05
765,species_aculeatus,7.392341926523748e-05
766,pub589,7.342216676713958e-05
767,pub63,7.208757101496394e-05
768,tax_order_Gasterosteiformes,7.165396809024455e-05
769,genus_Sphoeroides,7.152049140060709e-05
770,family_Tetraodontidae,7.141762220818336e-05
771,genus_Gasterosteus,7.110216044616919e-05
772,pub740,7.08993148877341e-05
773,species_stigma,7.036014406578137e-05
774,genus_Liza,6.932755490436404e-05
775,pub696,6.839325237800424e-05
776,tax_order_Tetraodontiformes,6.8037759092137e-05
777,tax_order_Petromyzontiformes,6.803277710826899e-05
778,genus_Acipenser,6.683608268451003e-05
779,species_flesus,6.61966235035225e-05
780,species_cavasius,6.602084963776486e-05
781,pub207,6.547448849354712e-05
782,pub512,6.350075151416542e-05
783,genus_Gila,6.318298281033507e-05
784,pub348,6.314397174204825e-05
785,genus_Trichogaster,6.12572016630332e-05
786,class_Actinopterygii,6.0838083543653694e-05
787,pub41,6.0639447338656365e-05
788,genus_Aphanius,6.04888075318745e-05
789,species_curema,6.027227630387901e-05
790,species_oregonensis,6.023139855825038e-05
791,species_cypha,5.9392113042799456e-05
792,pub523,5.926261925476657e-05
793,pub803,5.920976081810961e-05
794,pub708,5.889358991215225e-05
795,family_Acipenseridae,5.862252620237392e-05
796,species_phoxinus,5.8537413753412376e-05
797,genus_Platichthys,5.847992368875486e-05
798,species_conchonius,5.796644503846196e-05
799,pub166,5.767685816816417e-05
