,variable,importance
800,class_Cephalaspidomorphi,5.7517794830970143e-05
801,pub818,5.740353968184029e-05
802,species_americana,5.7377306374886855e-05
803,pub630,5.7267892457576935e-05
804,species_oxyrhynchus,5.71322668464447e-05
805,pub429,5.655200302157695e-05
806,species_diaphanus,5.635302826488676e-05
807,control_type_U,5.620136634266046e-05
808,genus_Petromyzon,5.517514983242105e-05
809,species_rhomboides,5.4605406886199155e-05
810,pub297,5.443724632741525e-05
811,pub195,5.441276049350574e-05
812,pub766,5.3552919839547465e-05
813,pub495,5.340367256720341e-05
814,species_transmontanus,5.3350476585835665e-05
815,pub768,5.313796196059071e-05
816,family_Agonidae,5.2691783042869384e-05
817,genus_Barilius,5.245828248931759e-05
818,species_yokohamae,5.180047217651403e-05
819,species_sophore,5.1558016719553344e-05
820,family_Petromyzontidae,5.133318781390193e-05
821,species_cataphractus,5.1146277103351524e-05
822,tax_order_Acipenseriformes,5.0681771686961664e-05
823,tax_order_Scorpaeniformes,5.022236554109841e-05
824,species_moriokae,4.930775350338397e-05
825,pub484,4.873573917095119e-05
826,pub810,4.821450636435597e-05
827,pub617,4.802044734235801e-05
828,species_notopterus,4.766292121513964e-05
829,genus_Ptychocheilus,4.743464738260031e-05
830,pub838,4.712228631322772e-05
831,pub216,4.703546799373009e-05
832,genus_Garra,4.514055277832673e-05
833,family_Atherinopsidae,4.4812226736016414e-05
834,genus_Agonus,4.459246067819087e-05
835,species_barbus,4.452394774229651e-05
836,species_scandens,4.438271050526535e-05
837,pub737,4.402219709638963e-05
838,species_bendelisis,4.399771694357403e-05
839,species_parsia,4.311512985374957e-05
840,genus_Pseudopleuronectes,4.247891404205257e-05
841,genus_Seriola,4.239773968584185e-05
842,tax_order_Osteoglossiformes,4.2098245590606014e-05
843,pub498,4.189314869749613e-05
844,species_jarbua,4.124998042130305e-05
845,species_nobilis,4.085931245447134e-05
846,species_duboulayi,4.0668852603037424e-05
847,pub48,4.0501905286436795e-05
848,species_gotyla,4.036613016287274e-05
849,genus_Alosa,4.0285324877133365e-05
850,genus_Lagodon,4.0145726433037004e-05
851,species_trilineata,4.003796219989098e-05
852,species_quinqueradiata,3.966441152073685e-05
853,pub775,3.936748902738592e-05
854,species_dispar,3.900783718794553e-05
855,genus_Pagrus,3.889134352657022e-05
856,pub261,3.866720111963433e-05
857,genus_Acheilognathus,3.865971428218769e-05
858,species_marinus,3.840072597558051e-05
859,species_major,3.8081675501330826e-05
860,pub67,3.7970898228260174e-05
861,pub769,3.734033883813754e-05
862,pub832,3.724641148932344e-05
863,family_Notopteridae,3.678162614580677e-05
864,pub481,3.578377177667662e-05
865,pub208,3.5494053401059287e-05
866,species_gibbosus,3.5477087528653046e-05
867,species_bata,3.54651980010743e-05
868,family_Carangidae,3.504331482756218e-05
869,genus_Galaxias,3.48710782314931e-05
870,genus_Brevoortia,3.456123275647429e-05
871,species_galilaeus,3.435853884759869e-05
872,species_chola,3.430681102288359e-05
873,genus_Notopterus,3.420182854355721e-05
874,pub23,3.416639036136417e-05
875,pub811,3.403965673317491e-05
876,genus_Prochilodus,3.352551507188352e-05
877,genus_Pseudaphritis,3.339213902534246e-05
878,family_Teraponidae,3.274752290144192e-05
879,species_trichopterus,3.271918108048393e-05
880,genus_Sarotherodon,3.19579635595116e-05
881,pub138,3.163729995854092e-05
882,species_signifer,3.1135985573354095e-05
883,species_rarus,3.082374872547615e-05
884,species_urvillii,3.081272288118424e-05
885,species_patronus,3.079667467150311e-05
886,pub716,3.078936552240366e-05
887,genus_Terapon,3.075873341446831e-05
888,genus_Etheostoma,3.032069418030097e-05
889,genus_Parophrys,3.0319616997844213e-05
890,pub308,3.004325783159997e-05
891,genus_Pseudomugil,3.0017676614298895e-05
892,family_Curimatidae,2.972789035673913e-05
893,pub379,2.9681994373887355e-05
894,species_bifasciatum,2.965561868309665e-05
895,species_sapidissima,2.9442604980982283e-05
896,pub779,2.898336511135679e-05
897,pub202,2.886050288283883e-05
898,genus_Gobiocypris,2.8696935791940727e-05
899,species_vetulus,2.8485486118370275e-05
900,pub707,2.8285912902271553e-05
901,application_freq_unit_EOD,2.8172997962485626e-05
902,species_calbasu,2.808549664871221e-05
903,pub203,2.805870401044648e-05
904,pub528,2.7744093019106907e-05
905,pub401,2.7710767456716596e-05
906,genus_Enneacanthus,2.7484988379351385e-05
907,genus_Leuresthes,2.687411301637342e-05
908,species_carinatus,2.6835525967980584e-05
909,family_Labridae,2.6727988473683866e-05
910,family_Nototheniidae,2.6717105840924006e-05
911,pub748,2.656267333975487e-05
912,species_tenuis,2.594419905957706e-05
913,species_alpinus,2.5882597776480124e-05
914,pub472,2.580216653985638e-05
915,species_marmoratus,2.5689925894690058e-05
916,species_peninsulae,2.56475208636304e-05
917,genus_Rivulus,2.500740079309775e-05
918,tax_order_Osmeriformes,2.45994977686191e-05
919,family_Aplocheilidae,2.4158172794396374e-05
920,species_bonariensis,2.390425714269925e-05
921,species_fasciatus,2.3578709015418056e-05
922,pub867,2.320585211800855e-05
923,pub231,2.31148980449646e-05
924,pub137,2.3060778285065192e-05
925,genus_Thalassoma,2.300855321709194e-05
926,pub43,2.299100088281959e-05
927,family_Batrachoididae,2.2940752851571774e-05
928,pub846,2.285733674639524e-05
929,species_pectoralis,2.2775001137036487e-05
930,species_macropomum,2.2690258004307315e-05
931,pub411,2.2442864675023554e-05
932,genus_Odontesthes,2.235430649428264e-05
933,pub400,2.2266940391756958e-05
934,genus_Pangasius,2.2255007390154596e-05
935,family_Chanidae,2.2222659928640226e-05
936,genus_Lampetra,2.1551710745100484e-05
937,pub514,2.1508306207815575e-05
938,genus_Colossoma,2.1466698794707538e-05
939,pub230,2.12237651566153e-05
940,species_stellatus,2.1210061878510327e-05
941,species_majalis,2.0993967378161812e-05
942,tax_order_Batrachoidiformes,2.0789611245303545e-05
943,pub782,2.0706152898506788e-05
944,species_melastigma,2.028086759733822e-05
945,pub475,2.012989709257751e-05
946,species_tridentata,1.9674081189837563e-05
947,pub726,1.9467474197392123e-05
948,genus_Chanos,1.9224547134156138e-05
949,species_gloriosus,1.921242889114129e-05
950,species_chanos,1.9143097069135932e-05
951,family_Catostomidae,1.8448642981700574e-05
952,family_Galaxiidae,1.84449123517602e-05
953,species_americanus,1.8215316512753955e-05
954,pub511,1.808298601011582e-05
955,species_erythrophthalmus,1.7960298171174973e-05
956,genus_Chirostoma,1.7895272495130048e-05
957,genus_Poeciliopsis,1.7874579932359823e-05
958,family_Pangasiidae,1.7225613238861064e-05
959,genus_Pleuronectes,1.72182965677677e-05
960,genus_Opsanus,1.705365112650514e-05
961,species_hypophthalmus,1.6750223778304634e-05
962,family_Scophthalmidae,1.6603388703380406e-05
963,species_sharpeyi,1.618877074042527e-05
964,pub461,1.5972738865672115e-05
965,species_beta,1.569875029811642e-05
966,species_guntea,1.536343502461136e-05
967,species_jordani,1.5347531708659415e-05
968,pub489,1.4489396491078272e-05
969,pub493,1.4305448902211479e-05
970,pub62,1.4217093778395114e-05
971,tax_order_Gonorhynchiformes,1.385614200529509e-05
972,genus_Psetta,1.3501679448705791e-05
973,conc1_type_L,1.3250656333945184e-05
974,species_aurea,1.3238438464007223e-05
975,genus_Scardinius,1.314644173574082e-05
976,pub789,1.3043084810707861e-05
977,species_gracilis,1.2973147552459842e-05
978,species_commersoni,1.2950624959049673e-05
979,pub719,1.2733566418413686e-05
980,genus_Platygobio,1.2510334459973464e-05
981,species_vaigiensis,1.231830616294499e-05
982,genus_Boleophthalmus,1.2153348612422557e-05
983,family_Siluridae,1.1892904629104946e-05
984,species_glanis,1.1888565269158537e-05
985,pub734,1.1791690079411252e-05
986,genus_Silurus,1.1741738214526925e-05
987,species_tropicus,1.158646557801013e-05
988,species_marjoriae,1.1469263967812294e-05
989,tax_order_Gadiformes,1.143217809945548e-05
990,genus_Tanichthys,1.142039658581836e-05
991,species_occidentalis,1.1049397530933182e-05
992,pub173,1.0825703684034637e-05
993,species_brevirostrum,1.06206633902774e-05
994,species_dovii,1.0561351456465157e-05
995,pub153,1.037080108035005e-05
996,species_maxima,1.03128363974159e-05
997,pub797,1.0053175669239407e-05
998,application_freq_unit_H,1.0004324730786724e-05
999,pub808,9.95253678658609e-06
1000,species_fimbriatus,9.7412280948372e-06
1001,genus_Craterocephalus,9.452126703914035e-06
1002,species_pygmaea,9.359367271504021e-06
1003,species_mossambicus X niloticus,9.202181231989715e-06
1004,pub761,9.10564672897628e-06
1005,genus_Notropis,9.073451306169932e-06
1006,species_gilae,8.99689821650287e-06
1007,family_Centropomidae,8.908535409950616e-06
1008,species_dolomieu,8.863933031807358e-06
1009,genus_Cymatogaster,8.712825828061451e-06
1010,species_albonubes,8.684268277105136e-06
1011,genus_Heterobranchus,8.510703882199197e-06
1012,species_aggregata,8.402358233878322e-06
1013,species_boddarti,8.396039653519658e-06
1014,pub470,8.253060482052181e-06
1015,species_longifilis,8.080915270063311e-06
1016,genus_Catostomus,8.044984879871103e-06
1017,species_elegans,8.043699123710227e-06
1018,species_morhua,7.986724861289098e-06
1019,family_Gadidae,7.848107193220647e-06
1020,species_caspicus,7.763776530078261e-06
1021,species_yucatana,7.752676011455772e-06
1022,genus_Atractosteus,7.451478746847993e-06
1023,pub763,7.445894514613052e-06
1024,genus_Hyphessobrycon,7.3976873080926955e-06
1025,genus_Gadus,7.272186562420135e-06
1026,species_platorynchus,7.1811965346777435e-06
1027,pub535,7.112450642524902e-06
1028,species_undecimalis,7.014320549038994e-06
1029,species_unifasciatus,6.960621209435427e-06
1030,species_muksun,6.928208279823486e-06
1031,family_Loricariidae,6.775927422352587e-06
1032,species_bimaculatum,6.769974473189288e-06
1033,genus_Cichlasoma,6.6709746382437454e-06
1034,species_canadum,6.539021549372163e-06
1035,tax_order_Semionotiformes,6.4330024176675025e-06
1036,genus_Hemigrammus,6.4151707412753065e-06
1037,pub469,6.3829341163145525e-06
1038,family_Umbridae,6.302764554998042e-06
1039,genus_Umbra,6.267715943646478e-06
1040,family_Embiotocidae,6.2471131031548246e-06
1041,pub292,6.098403872500551e-06
1042,genus_Scaphirhynchus,6.031558057562841e-06
1043,pub389,6.022513225972085e-06
1044,species_ludibundis,5.7794363667555035e-06
1045,genus_Rachycentron,5.7122722415340694e-06
1046,pub745,5.6886586920972605e-06
1047,species_grypus,5.6797436071035594e-06
1048,genus_Atherinops,5.656945361213866e-06
1049,genus_Nannostomus,5.654137227845962e-06
1050,species_nebulosus,5.5899373563077085e-06
1051,pub824,5.589048639866882e-06
1052,pub409,5.5689620914653245e-06
1053,genus_Coregonus,5.5555190359539295e-06
1054,application_freq_unit_X for 24 H,5.490894586909094e-06
1055,species_tengara,5.460556472765396e-06
1056,pub839,5.354648581324806e-06
1057,family_Lepisosteidae,5.278216083622224e-06
1058,pub18,5.256044478538403e-06
1059,genus_Abramis,5.216247580860888e-06
1060,pub324,5.161643014081926e-06
1061,species_angorae,5.0830346258043255e-06
1062,species_sinensis,5.065923598058739e-06
1063,genus_Parachromis,5.031394452240116e-06
1064,family_Balitoridae,4.987536264407669e-06
1065,species_erythrozonus,4.979897550959144e-06
1066,species_atratulus,4.958548106213726e-06
1067,family_Lebiasinidae,4.92206975847019e-06
1068,genus_Centropomus,4.909912578469626e-06
1069,species_furcatus,4.79218873994918e-06
1070,family_Rachycentridae,4.675967365476656e-06
1071,species_nigromaculatus,4.604658289972226e-06
1072,species_erythrostigma,4.599060782371145e-06
1073,genus_Nemacheilus,4.509128593196467e-06
1074,species_brama,4.4899896909755345e-06
1075,pub30,4.471334094876894e-06
1076,pub416,4.28685124802076e-06
1077,species_daniconius,4.242885380176617e-06
1078,species_bovinus,4.207686936508501e-06
1079,genus_Otocinclus,4.207087231419224e-06
1080,genus_Macquaria,4.167541621429975e-06
1081,species_watsoni,4.058373749649134e-06
1082,species_galilaea,4.04468746277408e-06
1083,pub5,4.037570180069847e-06
1084,pub314,4.00221770161737e-06
1085,genus_Pomoxis,3.973580106069359e-06
1086,species_fuscus,3.8002910003583807e-06
1087,species_lepidum,3.782934856017581e-06
1088,family_Schilbeidae,3.6932685176142517e-06
1089,pub370,3.6908321301737707e-06
1090,pub776,3.6466256791147167e-06
1091,species_macrolepis,3.6356552578409394e-06
1092,pub215,3.6029050380592924e-06
1093,genus_Cyprinion,3.471176119960721e-06
1094,family_Mormyridae,3.465336047892062e-06
1095,family_Syngnathidae,3.4526447394606703e-06
1096,species_elanga,3.4451476268633722e-06
1097,pub864,3.3974663024585527e-06
1098,species_mystus,3.365581023285875e-06
1099,species_holbrooki,3.365542600308199e-06
1100,species_guentheri,3.299431356806226e-06
1101,genus_Syngnathus,3.255366540822088e-06
1102,pub125,3.1845724216450285e-06
1103,pub434,3.1725551084158785e-06
1104,application_freq_unit_X per WK,3.171221819496625e-06
1105,species_macularius,3.139435008551558e-06
1106,pub126,3.09017957971146e-06
1107,species_platessa,3.0525989249079674e-06
1108,species_lalia,3.0277765572902143e-06
1109,species_texanus,3.0163693047003735e-06
1110,species_labrax,2.9894686120589852e-06
1111,genus_Serranus,2.986126712191156e-06
1112,pub826,2.9401762059604776e-06
1113,pub773,2.9365245365774078e-06
1114,genus_Schilbe,2.929157077820011e-06
1115,application_freq_unit_X per 24 H,2.9084285859242805e-06
1116,species_rubrum,2.8340352858017958e-06
1117,genus_Macropodus,2.817689086256031e-06
1118,pub132,2.804087423222093e-06
1119,species_macrolepidotus,2.802240973059712e-06
1120,exposure_type_SC,2.772279966118958e-06
1121,species_scriba,2.769664579615935e-06
1122,species_sandvicensis,2.732629822286806e-06
1123,genus_Synechogobius,2.7187612377246752e-06
1124,pub263,2.6848054640433795e-06
1125,pub742,2.6229639266957587e-06
1126,pub161,2.586556181802799e-06
1127,pub794,2.563934626243273e-06
1128,conc1_type_U,2.4893118123565137e-06
1129,family_Kuhliidae,2.452662996418849e-06
1130,pub123,2.414711708581238e-06
1131,pub405,2.364342685919425e-06
1132,genus_Dicentrarchus,2.253182611500406e-06
1133,pub355,2.212737063976391e-06
1134,genus_Barbonymus,2.188437162383953e-06
1135,pub836,2.186673885714045e-06
1136,species_calva,2.1778334975248055e-06
1137,species_vagra,2.1645958070606392e-06
1138,pub29,2.1315970893091204e-06
1139,genus_Rhinichthys,2.128204118653669e-06
1140,pub118,2.12571208092148e-06
1141,pub731,2.0504508817383973e-06
1142,species_butcheri,2.0333535476055642e-06
1143,species_novemaculeata,2.006833900836061e-06
1144,family_Percichthyidae,1.9985166627123192e-06
1145,family_Soleidae,1.9551028035140637e-06
1146,species_solea,1.95396586290562e-06
1147,pub6,1.921653847507446e-06
1148,genus_Noemacheilus,1.8880702910323076e-06
1149,genus_Xyrauchen,1.8652563210763052e-06
1150,species_minutus,1.8606734277662583e-06
1151,genus_Kuhlia,1.8512768382614327e-06
1152,genus_Chromis,1.8415938581896628e-06
1153,pub425,1.8237244731464795e-06
1154,species_eos,1.8097874425797165e-06
1155,family_Serranidae,1.80330566998392e-06
1156,species_viridis,1.7854015727769847e-06
1157,genus_Monopterus,1.664787567134775e-06
1158,family_Pomacentridae,1.6599586022306392e-06
1159,pub172,1.6506911823280158e-06
1160,genus_Huso,1.6372979303873533e-06
1161,species_huso,1.6358760181036867e-06
1162,genus_Amia,1.588272809138574e-06
1163,species_saliens,1.5548765323866887e-06
1164,genus_Megarasbora,1.4687542465013491e-06
1165,family_Heptapteridae,1.4605060691906971e-06
1166,pub843,1.4440372632501214e-06
1167,genus_Pogonichthys,1.4213477381437343e-06
1168,pub805,1.4211418283934552e-06
1169,genus_Sciaenops,1.4144937568913154e-06
1170,species_latipinna,1.3999668444347275e-06
1171,genus_Corydoras,1.360930018157953e-06
1172,species_macrops,1.3365503504089275e-06
1173,genus_Solea,1.311941324655105e-06
1174,species_filamentosus,1.2812904029106424e-06
1175,pub133,1.239230571934913e-06
1176,pub870,1.231441772049364e-06
1177,pub86,1.20841064306804e-06
1178,species_opercularis,1.1880606010613635e-06
1179,tax_order_Amiiformes,1.1500663118634841e-06
1180,genus_Bidyanus,1.1412042721470708e-06
1181,species_ocellatus,1.1291251659855957e-06
1182,genus_Pomatoschistus,1.1099366851160477e-06
1183,species_monachus,1.1098813499784469e-06
1184,pub310,1.1072146053588475e-06
1185,tax_order_Synbranchiformes,1.0957623106756284e-06
1186,species_hornorum,1.0815725475523116e-06
1187,genus_Etroplus,1.073111679587219e-06
1188,pub791,1.0287097472187214e-06
1189,genus_Cynoscion,1.0233993056322651e-06
1190,species_denisonii,1.0093745613969185e-06
1191,species_dancena,1.003266637658271e-06
1192,species_hudsonius,1.0007368526755724e-06
1193,species_hasta,9.852755290584622e-07
1194,species_mekistocholas,9.821460451656576e-07
1195,species_gobio,9.80656018892495e-07
1196,genus_Chrysiptera,9.620589876061637e-07
1197,pub53,9.451479460393003e-07
1198,family_Amiidae,9.199606484986218e-07
1199,species_notatus,8.648154144410164e-07
1200,species_paleatus,8.542924840123419e-07
1201,species_suratensis,8.501003230344474e-07
1202,species_albula,8.186382719011741e-07
1203,genus_Gobio,8.158727485736569e-07
1204,species_spilurus,8.033318498528415e-07
1205,genus_Rhamdia,8.012977984623886e-07
1206,species_lucioperca,7.970495707744693e-07
1207,species_bidorsalis,7.926844482923897e-07
1208,species_bidyanus,7.862049257031853e-07
1209,pub221,7.66432134899685e-07
1210,genus_Erimonax,7.527007375343548e-07
1211,pub59,7.344126003231769e-07
1212,genus_Arapaima,7.302520022190463e-07
1213,species_melanopleura,7.229863414469814e-07
1214,species_multidentata,7.126546310402061e-07
1215,species_albus,7.125116623836097e-07
1216,pub849,7.05775055624945e-07
1217,species_plecostomus,7.057319028884023e-07
1218,family_Siganidae,6.975189957636969e-07
1219,species_anogenus,6.908509769340756e-07
1220,species_iberus,6.874287382736692e-07
1221,species_blennius,6.805471858432301e-07
1222,species_tetrazona,6.737200644761355e-07
1223,genus_Mylopharyngodon,6.602968975862236e-07
1224,pub815,6.477200896679604e-07
1225,control_type_B,6.287251006152989e-07
1226,species_urophthalmus,6.237428734931686e-07
1227,species_schlosseri,5.885800546193491e-07
1228,genus_Campostoma,5.819578478660679e-07
1229,genus_Mesopotamichthys,5.695883790811702e-07
1230,species_macrocephalus,5.501255977689937e-07
1231,genus_Pollimyrus,5.346684336660885e-07
1232,family_Mochokidae,5.323242297800711e-07
1233,genus_Sparus,5.277651450299154e-07
1234,genus_Pterophyllum,5.158497715523909e-07
1235,genus_Hypostomus,5.08541340473267e-07
1236,species_tyrannus,5.051073956238462e-07
1237,species_isidori,4.964199335836223e-07
1238,pub318,4.867681507349067e-07
1239,species_inconstans,4.6736554483947653e-07
1240,species_pallasii,4.631978651618062e-07
1241,genus_Barbodes,4.4465426397003384e-07
1242,species_herbertaxelrodi,4.3975999568673445e-07
1243,genus_Tautogolabrus,4.2393295608998374e-07
1244,family_Synbranchidae,4.1471619780146783e-07
1245,species_natalensis,4.046066181996566e-07
1246,species_erythropterus,3.7357841398429125e-07
1247,species_keletius,3.6757079977416486e-07
1248,exposure_type_IP,3.664381109073567e-07
1249,control_type_P,3.568643103289122e-07
1250,species_brachypomus,3.5072161620091705e-07
1251,species_quelen,3.4004548666109494e-07
1252,genus_Pungitius,3.3819551591484204e-07
1253,application_freq_unit_X for 60 MI,3.3716386490041855e-07
1254,species_carnaticus,3.355039559083312e-07
1255,species_liza,3.2445904698096227e-07
1256,species_dussumieri,3.196052107145821e-07
1257,genus_Apareiodon,3.1436585375318955e-07
1258,genus_Phalloceros,3.080979117124973e-07
1259,species_ternetzi,3.0785498504841886e-07
1260,pub752,3.039962577907733e-07
1261,species_rubicundus,2.96441040170305e-07
1262,family_Callichthyidae,2.859446257304057e-07
1263,genus_Synodontis,2.8233506248841477e-07
1264,species_guineensis,2.8123690268745457e-07
1265,species_microlepis,2.793082075854071e-07
1266,species_anomalum,2.742712275907846e-07
1267,species_scalare,2.532917682753373e-07
1268,species_longidorsalis,2.4542729398151364e-07
1269,species_natalis,2.43306902543359e-07
1270,genus_Aplocheilichthys,2.3663211524566226e-07
1271,species_rendalli,2.3495095827632428e-07
1272,species_altivelis,2.3371967111712976e-07
1273,pub728,2.3018571493800814e-07
1274,species_peled,2.3011237693639776e-07
1275,species_cyanea,2.123994891938103e-07
1276,genus_Chrysichthys,2.114178834566074e-07
1277,genus_Plecostomus,2.0477046563575476e-07
1278,species_trilineatum,2.0256965176018637e-07
1279,species_piceus,2.0219988876624794e-07
1280,species_cernuus,2.0112050828939945e-07
1281,family_Pimelodidae,1.995013101684052e-07
1282,species_catostomus,1.9929545745607306e-07
1283,pub332,1.9880035067865405e-07
1284,species_pungitius,1.9272843158775884e-07
1285,genus_Chanodichthys,1.924394781816981e-07
1286,species_regia,1.9180459002202877e-07
1287,species_fonticola,1.866130391193364e-07
1288,species_sparrmanii,1.8053566776982407e-07
1289,species_mexicana,1.7733940907800882e-07
1290,genus_Plagiognathops,1.766121946955148e-07
1291,exposure_type_SP,1.686080323095929e-07
1292,genus_Micrometrus,1.682535048811702e-07
1293,family_Osmeridae,1.5935122021078075e-07
1294,genus_Sebastes,1.5382910011962918e-07
1295,species_aurata,1.5257693862941792e-07
1296,species_megalotis,1.5035544695361214e-07
1297,family_Haemulidae,1.4712463523976966e-07
1298,genus_Pylodictis,1.4687397619428176e-07
1299,genus_Gymnocephalus,1.405302065697731e-07
1300,species_carolinus,1.3127681398904168e-07
1301,species_adspersus,1.278298330779059e-07
1302,species_sapo,1.26651231457359e-07
1303,genus_Parapristipoma,1.2491713021927513e-07
1304,family_Scorpaenidae,1.223075910275366e-07
1305,species_philander,1.1974760104842583e-07
1306,species_danricus,1.1631125967863903e-07
1307,genus_Jenynsia,1.1502437416166084e-07
1308,genus_Nibea,1.0940342362579939e-07
1309,pub746,1.0830566606850642e-07
1310,species_minimus,1.0560118355400248e-07
1311,family_Anablepidae,9.933618155410769e-08
1312,genus_Puntigrus,9.915139093269115e-08
1313,species_cyprinellus,9.403777143121008e-08
1314,genus_Ictiobus,9.307115106076799e-08
1315,species_gurneyi,8.963844593149186e-08
1316,species_albiflora,8.90338815906965e-08
1317,species_anoplus,8.287118477898572e-08
1318,species_bifasciatus,8.244726825857145e-08
1319,species_olivaris,7.712722204655859e-08
1320,family_Osteoglossidae,7.240641661743786e-08
1321,species_grandis,6.302009490492895e-08
1322,species_boga,5.323962449029122e-08
1323,family_Goodeidae,4.5735897987020485e-08
1324,genus_Trachinotus,4.5167266010396054e-08
1325,species_pardalis,4.356536259785887e-08
1326,species_cachius,4.1891179221589485e-08
1327,genus_Odontamblyopus,3.959814820013208e-08
1328,genus_Chela,3.959567553612968e-08
1329,species_gigas,3.8727429826897215e-08
1330,species_umbratilis,3.685439722109697e-08
1331,species_lavaretus,3.54310586676076e-08
1332,genus_Stenotomus,3.50119669282127e-08
1333,species_panchax,3.112746554142508e-08
1334,species_melanistius,3.080639149057076e-08
1335,genus_Esomus,3.0674996694102155e-08
1336,species_chrysops,2.924392438125148e-08
1337,pub82,2.91755962511299e-08
1338,species_persicus,2.81769680407282e-08
1339,species_microps,2.765139451661627e-08
1340,genus_Aplodinotus,2.7625213844714075e-08
1341,family_Hemiodontidae,2.656563493880361e-08
1342,pub445,2.5135108399709767e-08
1343,genus_Chapalichthys,2.478181831575092e-08
1344,species_clupeaformis,2.434469859125057e-08
1345,pub830,2.4018148033366475e-08
1346,species_johnstonii,2.4010548348805015e-08
1347,genus_Hypomesus,2.3455817303258746e-08
1348,species_truttaceus,2.278733304213777e-08
1349,genus_Pseudocrenilabrus,2.2331381601477053e-08
1350,pub49,2.2098008347983998e-08
1351,pub845,2.107952999749252e-08
1352,species_vivipara,2.046758700380135e-08
1353,genus_Gymnocorymbus,2.0295274585684044e-08
1354,species_fera,1.951327438641733e-08
1355,genus_Culaea,1.600190269755888e-08
1356,species_confluentus,1.5493696193471598e-08
1357,species_erebi,1.5405327466898308e-08
1358,species_grunniens,1.4704278339734458e-08
1359,genus_Siganus,1.4106769489749017e-08
1360,species_devario,1.360436448237238e-08
1361,species_ambigua,1.197819276856418e-08
1362,species_annulatus,1.1921202087423954e-08
1363,genus_Nematalosa,1.1278786447909884e-08
1364,genus_Wallago,1.0877143361119876e-08
1365,genus_Lythrurus,1.0812317913636043e-08
1366,species_caudimaculatus,1.0149012292588329e-08
1367,species_olidus,9.362179921818926e-09
1368,species_vimba,9.095068356383593e-09
1369,genus_Vimba,8.811555323903098e-09
1370,species_nigrofasciatum,6.098015535944057e-09
1371,genus_Macrognathus,5.8666915229274165e-09
1372,species_neilgherriensis,4.46317283388644e-09
1373,genus_Ambassis,2.6893881348919467e-09
1374,species_atripinnis,1.941601358676517e-09
1375,family_Mastacembelidae,1.7325844717825143e-09
1376,species_gymnocephalus,1.357140088250844e-09
1377,species_transpacificus,1.2386864705718339e-09
1378,genus_Plecoglossus,7.569859431986645e-10
1379,species_rivulatus,6.848450948470732e-10
1380,family_Plecoglossidae,3.669846613403512e-10
1381,pub78,0.0
1382,pub80,0.0
1383,pub76,0.0
1384,pub75,0.0
1385,pub79,0.0
1386,pub81,0.0
1387,pub73,0.0
1388,pub74,0.0
1389,pub83,0.0
1390,pub77,0.0
1391,pub246,0.0
1392,pub72,0.0
1393,pub71,0.0
1394,pub70,0.0
1395,pub69,0.0
1396,pub68,0.0
1397,pub85,0.0
1398,pub725,0.0
1399,pub66,0.0
1400,pub65,0.0
1401,pub64,0.0
1402,pub859,0.0
1403,pub860,0.0
1404,pub84,0.0
1405,pub97,0.0
1406,pub296,0.0
1407,pub87,0.0
1408,pub110,0.0
1409,pub109,0.0
1410,pub108,0.0
1411,pub107,0.0
1412,pub106,0.0
1413,pub105,0.0
1414,pub104,0.0
1415,pub103,0.0
1416,pub102,0.0
1417,pub101,0.0
1418,pub100,0.0
1419,pub99,0.0
1420,pub98,0.0
1421,pub60,0.0
1422,pub96,0.0
1423,pub95,0.0
1424,pub94,0.0
1425,pub93,0.0
1426,pub92,0.0
1427,pub91,0.0
1428,pub90,0.0
1429,pub89,0.0
1430,pub88,0.0
1431,pub61,0.0
1432,pub50,0.0
1433,genus_Lates,0.0
1434,species_attu,0.0
1435,pub876,0.0
1436,pub321,0.0
1437,pub877,0.0
1438,pub878,0.0
1439,pub880,0.0
1440,pub881,0.0
1441,pub322,0.0
1442,pub323,0.0
1443,pub325,0.0
1444,pub326,0.0
1445,pub327,0.0
1446,genus_Goodea,0.0
1447,pub863,0.0
1448,species_masquinongy,0.0
1449,pub628,0.0
1450,pub9,0.0
1451,pub8,0.0
1452,pub7,0.0
1453,pub403,0.0
1454,pub427,0.0
1455,pub558,0.0
1456,pub526,0.0
1457,pub464,0.0
1458,pub513,0.0
1459,pub320,0.0
1460,pub319,0.0
1461,pub33,0.0
1462,pub875,0.0
1463,pub57,0.0
1464,pub56,0.0
1465,pub55,0.0
1466,pub54,0.0
1467,pub303,0.0
1468,pub52,0.0
1469,pub51,0.0
1470,pub112,0.0
1471,pub304,0.0
1472,pub311,0.0
1473,pub866,0.0
1474,pub868,0.0
1475,pub869,0.0
1476,pub312,0.0
1477,pub871,0.0
1478,pub313,0.0
1479,pub872,0.0
1480,pub873,0.0
1481,species_fulvescens,0.0
1482,pub316,0.0
1483,pub37,0.0
1484,pub874,0.0
1485,pub317,0.0
1486,pub111,0.0
1487,pub857,0.0
1488,pub113,0.0
1489,pub267,0.0
1490,pub209,0.0
1491,pub206,0.0
1492,pub205,0.0
1493,pub204,0.0
1494,pub749,0.0
1495,pub264,0.0
1496,pub809,0.0
1497,pub265,0.0
1498,pub199,0.0
1499,pub198,0.0
1500,pub197,0.0
1501,pub812,0.0
1502,pub266,0.0
1503,genus_Periophthalmodon,0.0
1504,pub114,0.0
1505,pub192,0.0
1506,pub191,0.0
1507,pub190,0.0
1508,pub268,0.0
1509,pub269,0.0
