,test_cas,smiles,pubchem2d,atom_number,alone_atom_number,bonds_number,doubleBond,tripleBond,ring_number,Mol,MorganDensity,LogP,oh_count,MeltingPoint,WaterSolubility
11,55-38-9,CO[P](=S)(OC)Oc1ccc(SC)c(C)c1,11000000011100000011000000000010011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000100000000000000000000100000000000000000110000000100100000001101100000000010101100100000011110000000000000000000000100011000100000000000001000100000010000100000000000000000000000100000000000000000001000000010100000010000000010001000100000011000000001100000100010001000000010000010011000100010101000000001000100010010100000000011000000000000001001001100000000010001000010001000100000000111100000001100000000010000000011100000000010000000000000010000000000000000000001000000000000000000000000010000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000,0.5682879236970824,1,0.509879245788606,1,0,1,0.5637964425728271,1.25,3.6130200000000023,0,9.25432,-0.3953153657239723
13,55-63-0,[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,10000000010000110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000001000000000000000000000000000000100000010100101000001000000000000010000000000000000000000000000000000100000000000000000000010000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6570881998482009,6,0.4800586308849718,3,0,0,0.5148742240321004,0.8666666666666667,-1.0200999999999996,0,17.4873,-0.1511617090527808
14,55-86-7,[H+].[Cl-].CN(CCCl)CCCl,11000000011000100000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000010000000000000000000000000000000000000000000000011110000010000000001000100000000100000000000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5682879236970824,2,0.33029012623330456,0,0,0,0.4752058725270595,1.2222222222222223,-1.4876999999999996,0,23.8443,0.3860806475099613
15,56-23-5,ClC(Cl)(Cl)Cl,00000000000000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.424637089068492,0,0.2183098986658494,0,0,0,0.4213624490833282,0.8,2.5529,0,-3.94342,-0.0471737302745957
17,56-37-1,[Cl-].CC[N+](CC)(CC)Cc1ccccc1,11100000011100100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000000000000000000000000000000000000110000000000110000010001100000000100001100100000000010000011000000000000000000000000100000000000001000100000010000100000000000000000100000100000000000000000001000000000000000000000000010001000100000000000000010000000010010001000000010000010000000100010100000001001000100010001100001000010000000001000011000001000000000000000100010001000100000000111000100001000000000000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5456999379736751,2,0.4800586308849718,0,0,1,0.5156075032430117,0.8666666666666667,0.06710000000000149,0,121.414,-0.656724130309521
18,56-38-2,CCO[P](=S)(OCC)Oc1ccc(cc1)[N+]([O-])=O,11000000011100100011100000000010010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001111000000000000001000000000000100000000000000000100000001100101000011001000000000010001100101100011010000000000100000100000100010000100000010000000000100100010000100100001100000000100000100000000000000000001000000010001000000000001010001000100000000000000001100110110010001010000010000010011000100010100000001001000110010011100000000011000000000000011001001100000000010001000010001100100000000111101100000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6078788182600285,3,0.5363791942059525,2,0,1,0.574717807094452,1.2222222222222223,3.2711000000000023,0,26.1812,-0.8783357675894661
19,56-72-4,CCO[P](=S)(OCC)Oc1ccc2C(=C(Cl)C(=O)Oc2c1)C,11100000011100000011100000000010010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000001101000000010000000000000000000100000000000000000110000000110101000001001100000000010001100100000111010000000000000000000010100010000100010000000001000100000110100100000100000000000000000100000100000000000001000000010000000000000000010001000100000000000000001100000100111001000010011000010011100100010100001000011000100011010100000100011101000100000101001011100000000010101000010001010100100000111100000001110000010101100000011100010000000000000000000000000100000000000000010000000000000000000010000000000000000000000000100000000000000010000000000000000000000000000000000000000000000000000000000000,0.6714559000758995,1,0.5920388584524271,3,0,2,0.6275428788895622,1.2727272727272727,4.4311200000000035,0,87.4306,-1.021245176483689
20,57-06-7,C=CCN=C=S,10000000011000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001110000000100000000000000000000000000000000000000100000000000110000010000000000000100000000000000000000000010000000000000000000000000101001000000000000100000010000100000010000000000100000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.4611699480174543,0,0.2617487322191224,3,0,0,0.31624176822290095,2.0,1.2752,0,-60.9272,0.23100935311404738
21,57-14-7,CN(C)N,11000000010000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000110000000000000000000000000000000000000000000000000000000000000000100000000100000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.38142788801162486,0,0.1651450631166523,0,0,0,0.19695237510717367,1.5,-0.5783,0,-35.7872,2.050895752797464
22,57-15-8,CC(C)(O)C(Cl)(Cl)Cl,10000000011000000010000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000010000000000000100000000000000000000000110001000110100000001000000010000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5207300782128838,0,0.33029012623330456,0,0,0,0.45565274119899,1.125,2.127500000000001,1,90.5121,0.5719380323026895
23,57-33-0,[Na+].CCCC(C)C1(CC)C(=O)NC(=O)[N-]C1=O,11100000011100110011000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000111100000000100000011000000000000000000000110000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000011010000010001100000000000000000001000000000000000000000010000000010100100010000000000000000000000001000110001000100000000000000011111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6850021281749339,2,0.509879245788606,3,0,1,0.5362998444137815,1.2941176470588236,-1.0269000000000001,0,134.891,0.03455814577143698
24,57-43-2,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,11100000011100110011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000100000000000000000000000000000000111100000000100000011000000000000000000000110000000000000010110000000000000000000000000010000000000000000001000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000100000000000000000011010000010001100000000000000000001000000000000000000000010000000010100100010000000000000000000000001000110001000100001000000000011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.6714559000758995,0,0.509879245788606,3,0,1,0.5140166143956449,1.125,1.1849999999999998,0,139.345,-0.22858027369212197
25,57-55-6,CC(O)CO,11000000010000000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000100000000000000000000000100000010100101000001000000000000010000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.424637089068492,0,0.2183098986658494,0,0,0,0.25307514273782317,1.8,-0.6405000000000001,2,-42.3869,1.9372676910359417
26,57-74-9,ClC1CC2C(C1Cl)C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl,10000000011100000000000000000000000001111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000011000001000000000000000000001000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000001100000000010000000000000000000000000000000000000110100000011100000000000000011000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000100001000000000000000000001000001000000000000000000000000010000000010000000000000000000000000000000000000000000000001000000000000000000010000000000000000011000000001000000011000000000011101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000100100010000000000000100,0.6978157607235724,0,0.5602244748965176,1,0,3,0.6568773993868772,0.8888888888888888,5.682800000000001,0,103.589,-2.1522699487771875
27,58-08-2,Cn1cnc2N(C)C(=O)N(C)C(=O)c12,11000000011100111011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101100000000000000000000000000000001011000000000000000000000000000000000000000000000000000000000001011000000000011000000000000000000000000001111000000000000000000000000000000000000000000000100000001000000000011001011000000100000001111011000000010111000011000001000000000000101010000000000100000111011100010111010000000000100000001000000000101101000101110001000010100000000000010101000000000001101010000101010001000000100000000100100000001000010000000100100000100000000101000000000010001000000010000000011100100010010000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5456999379736751,0,0.4954351893499569,2,0,2,0.4772884704563648,1.1428571428571428,-1.0293,0,190.353,0.45440429968594587
28,58-27-5,CC1=CC(=O)c2ccccc2C1=O,11000000011100000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000100000000000000000000000000000000000000000000000000000000000000100000010000000000000000000000000001101000000000000000000000000000000000000000000000110000000100100000001001100000000000001100100000000010000000000000000000000000000000100010000000001010100000010100100000000000000000000000100000000000000000001001000000000000000000000010001000100000000001000000000000000011001000000010000010000000110010100000000001010100010000100000000010000100000000001000001000000000000000000010001000100110000111000010011000100010000000100011101000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,0.49281614988615063,0,0.4800586308849718,3,0,2,0.44841084920489716,1.0,2.0119000000000002,0,108.089,0.01209471078367614
29,58-89-9,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,10000000011000000000000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000010000000000000000000000000000000000000100000000011100000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100000000000000000000100000000000000000000000000000000000000000000,0.6078788182600285,0,0.4459642876951254,0,0,1,0.5743599583431126,0.3333333333333333,3.644400000000001,0,76.5634,-1.5154413930499644
30,58-90-2,Oc1c(Cl)cc(Cl)c(Cl)c1Cl,00000000011000000010000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000010000000000000100000000000000000000000100000000110100000001001000000100000001100000000011010000000000000000000001000000000100000000000000000100000010000100000000000000000000000100000000000000000001000000010010101000000000000001000101001000000000001000000101110001000000010000010011000100010100000110001001000010010100000000111000000000000001001001100000000010001000010001001100000000111100000000100000000000000000000000000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000100000000100000000000000000000000000000000000000000000,0.424637089068492,0,0.42689379533577476,0,0,1,0.5199091897109417,0.9090909090909091,4.005799999999999,1,84.4165,-0.03201943116940066
31,59-50-7,Cc1cc(O)ccc1Cl,10000000011000000010000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001101000000010000000000000100000000000000000000000110000000110100000001001100000100000001100100000011010000000000000000000001000000000100000000000001000100000010000100000000000000000000000100000000000000000001000000010010100000000000010001000100000000000000001100000101010001000000010000010011000100010100000110001001100010010100000000111000000000000001001001100000000010001000010001001100000000111100000001100000000010000000011100000000000100000000000010000000000000000000000010000000000000000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000,0.32854409992410044,0,0.3834549617825017,0,0,1,0.4031746347235329,1.4444444444444444,2.3540200000000002,1,59.945,0.19020552111910513
32,59-97-2,[H+].[Cl-].C1CN=C(Cc2ccccc2)N1,11000000011100110000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000000100000000000000000000000000000000110000000000110000010001100000000100001100010000000010000010110000000000000000000000101000000000001000100010011000100010010000000000000000100000000000000001001000000000000000000000000010011000100010000000001110000000000010001000000010000110000000100010100000001001100100010001100101000010000000000000001000001001000000000000100010001000100000000111000100001000000010000000000011100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.5207300782128838,2,0.4636208057940475,1,0,2,0.4803442618138577,1.3076923076923077,-1.652699999999998,0,141.456,0.4964395976532911
33,60-00-4,OC(=O)CN(CCN(CC(O)=O)CC(O)=O)CC(O)=O,11100000011100110011110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001111000000000000000000000100000000000000000000000000000000000110000011000000000000100000000000000100000000011000000000000001000000000000010000000000000000000100100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000000100100000000000000000000000000000000100000000100000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.7215349871238962,0,0.5486000248991539,4,0,0,0.5755249418104257,0.55,-2.0711999999999957,4,164.973,-0.06487658560834061
35,60-29-7,CCOCC,11000000011000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000000000000000000000000000000000000000000000000000000101000001000000000000010000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0.424637089068492,0,0.2183098986658494,0,0,0,0.24682108763469246,1.2,1.0428000000000002,0,-114.439,0.9977381414652993
37,60-57-1,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,11000000011100000010000000000000000001110000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000110000011000001100000100000000000001101000100000010000000000000000000000000000000000110000000000000000000000000000000000000000000000000000001101000000010000000000000000000000000000000000000110100010110101000001000000010000010000000000000000000000000000000000000010000000000100000000000000000000000010000000000000000000000000000000000000000000000001000000000000000000000000000000000100001000000000000000000001000001000000000000000000000000010000000010000000000000000000000100000000000000000000001001000000000000000000010000000000000000011100000001100000011110000000011101000000000000000000000000000000000000000000000000000000000000000010000000000000000000110000000000000000000110000000000000000000110010000000000000100110010000000000000100,0.7099719879357252,0,0.5920388584524271,1,0,5,0.6392894890153457,0.8421052631578947,4.481400000000002,0,187.766,-1.9953112569285711
